,,,,,,
"Заступник директора-начальника відділу стратегії та розвитку морського транспорту та інфраструктури Департаменту державної політики в галузі морського та річкового транспорту Мінінфраструктури, Голова наглядової ради","Deputy Director-head of Department of strategy and development of Maritime transport and infrastructure of the Department of State policy for Maritime and river transport, the Chairman of the Supervisory Board",,,,"Deputy Director of Department of Strategy and Development of Sea and River Transport of Ministry of Infrastructure, Head of Supervisory Board",
Заступник керівника апарату Вищого господарського суду України,Deputy chief of staff of the Supreme economic Court of Ukraine,,,,Deputy Chief of Staff of the Supreme Commercial Court of Ukraine,
Заступник міністра доходів і зборів - член  наглядової ради,The Deputy Minister of revenue and duties - member of the Supervisory Board,,,,Deputy Ministry of Revenue and Duties - Member of the Supervisory Board,
Заступник начальника Територіальної державної інспекції з питань праці у Вінницькій області,Deputy head of the Territorial  State Inspectorate for issues of labour in Vinnytsia region,,,,Deputy Head of the Territorial  State Inspectorate on Issues of Labour in Vinnytsia Oblast (Region),
"Заступник начальника відділу бюджетного планування, бухгалтерського обліку та звітності управління фінансово-еуономічної та господарської діяльності Держцінінспекції - член ревізійної комісії","Deputy chief of the division of budget planning, accounting and reporting financial Division -eoonomio and economic activities the price control inspection - a member of the audit Committee",,,,"Deputy Chief of Department of Budget Planning, Accounting and Reporting of Financial and Economical Division  and economic activities of the price control inspection - member of audit committee",
Заступник начальника управління з питан координації погашення заборгованостей департаменту обслуговування платників податків Міндоходів - член ревізійної комісії,Deputy head of the office for the coordination of repayment of debts of the Department of taxpayer Service of the Ministry - member of the audit Committee,,,,Deputy Chief of Department of Coordination of Debt Settlement Service of Department of Taxpayers of the State Fiscal Service of Ukraine,
Керуючий,Managing,,,,Manager,
"Керуючий директор ВП ""Автокомплект""",Managing Director OP the car kit,,,,"Manager Director SS (Separate Subdivision) ""Avtokomplekt""",
Керуючий санацією,The Manager of sanation,,,,Sanation Manager,
Керівник,Head,,,,Head,
Керівник Координаційного центру з упровадження економічних реформ,The head of the coordination center for implementation of economic reforms,,,,Head of Economic Reform Coordination Center,
Керівник Секретаріату Конституційного суду України,Head of the Secretariat of the constitutional Court of Ukraine,,,,Head of Secretariate of Constitutional Court of Ukraine,
Керівник Секретаріату Уповноваженого Верховної Ради України з прав людини,Head of the Secretariat of the Ukrainian Parliament Commissioner for human rights,,,,Head of Secretariate of Ukrainian Parliament Commissioner for Human Rights,
Керівник Секретаріату Центральної виборчої комісії,Head of the Secretariat of the Central election Commission,,,,Head of Secretariate of Central Election Commission,
Керівник Служби Міністра юстиції України,The head of Service of the Minister of Justice of Ukraine,,,,Head of Minister of Justice of Ukraine Service,
Керівник Служби розпорядника Державного реєстру виборців,The chief administrator of the State register of voters,,,,Head of Service of a State Voter Register,
Керівник апарату Верховної Ради України,Chief of staff of the Verkhovna Rada of Ukraine,,,,Chief of Staff of Verkhovna Rada (Parliament) of Ukraine,
Керівник служби Секретаря Ради національної безпеки і оборони України,The head of Service of the Secretary of the national security Council and defense of Ukraine,,,,Head of Service of Secretary of National Security and Defense Council of Ukraine ,
Керівіник,CareLink,,,,Head,
Командувач військ,The commander of troops,,,,Commander,
Лідер Партії,The Leader of The Party,,,,Leader of party,
Менеджер з фінансів та розвитку,Manager Finance and development,,,,Finance and Development Manager,
Надзвичайний і повноважний посол,Ambassador extraordinary and Plenipotentiary,,,,Extraordinary and Plenipotentiary Ambassador,
Народний депутат,MP,,,,Member of Parliament,
"Народний деупутат України, None","Folk Deputat of Ukraine, None",,,,Member of Parliament of Ukraine,
"Народний деупутат України, Блок Петра Порошенка","Folk Deputat of Ukraine, the Bloc of Petro Poroshenko",,,,"Member of Parliament, Petro Poroshenko Block",
"Народний деупутат України, ВО ""Батьківщина""","Folk Deputat of Ukraine, of the ""Batkivshchyna""",,,Motherland,"Member of Parliament of Ukraine, ""Batkivshchyna"" Party ","Member of Parliament of Ukraine, All-Ukrainian Union ""Fatherland"" (Batkivshchyna)"
"Народний деупутат України, Група ""Воля народу""","Folk Deputat of Ukraine, the ""Will of the people""",,,Will of the people,"Member of Parliament of Ukraine, ""Voliia Narodu"" Group","Member of Parliament of Ukraine, ""People`s Will"" Group"
"Народний деупутат України, Група ""Економічний розвиток""","Folk Deputat of Ukraine, the Group ""Economic development""",,,Economic development,"Member of Parliament of Ukraine, of ""Economic development"" Group",
"Народний деупутат України, Народний фронт","Folk Deputat of Ukraine, people's front",,,People's front,"Member of Parliament of Ukraine, of ""Narodniy Front"" Party","Member of Parliament of Ukraine, ""People`s Front"" Party"
"Народний деупутат України, Не входить до складу жодної фракції","Folk Deputat of Ukraine, Not part of any faction",,,,"Member of Parliament of Ukraine, Not a member of any faction",
"Народний деупутат України, Об'єднання ""Самопоміч""","Folk Deputat of Ukraine, Association ""Self-help""",,,Self-help,"Member of Parliament of Ukraine, ""Samopomich"" Association",
"Народний деупутат України, Опозиційний блок","Folk Deputat of Ukraine, the Opposition bloc",,,Opposition block,"Member of Parliament of Ukraine, Opposition block",
"Народний деупутат України, Радикальна партія Ляшка","Folk Deputat of Ukraine, Oleh Lyashko's Radical party",,,,"Member of Parliament of Ukraine, Oleh Lyashko's Radical party",
Начальник,Head,,,,Head,
Начальник - головний державний санітарний лікар,The chief - the chief State sanitary doctor,,,,Head  - Main State sanitary doctor,
Начальник - головний державний інспектор,The chief - the chief State inspector,,,,Head - Main State inspector,
"Начальник 4 відділу й управління фінансово-економічного департаменту адміністрації державної служби спеціального зв'язку та захисту інформації України, Голова ревізійної комісії","Head 4 Department of financial and economic Department of administration of State Service of special communication and information protection of Ukraine, Chairman of the audit Committee",,,,"Head of 4th Department of Finance and Economic of Department of Administration of the State Service of Special Communication and Informational Protection of Ukraine, Chairman of the Audit Committee",
"Начальник Ізмаїльської об'єднанлї Державної фінансової інспекції Одеської області, член ревізійної комісії","The head of the Izmail Ob DANL State financial inspection of Odessa region, member of the audit Committee",,,,"Head of Ismail United State Financial Inspection of Odessa region, Member of the Audit Committee",
Начальник Військово-Морських Сил України,Chief of Naval Forces of Ukraine,,,,Сommander of Ukrainian Naval Forces,
Начальник Генерального штабу - Головнокомандувач Збройних Сил України,The chief of General staff - chief of the Armed Forces of Ukraine,,,,"Chief of the General Staff, Commander of Armed Forces of Ukraine",
Начальник Головного управління,The head of the Main Department,,,,Head of the Main Department,
Начальник Головного управління Служби безпеки України у м. Києві та Київській області,The head of the Main Department of the security Service of Ukraine in Kyiv and Kyiv region,,,,Head of the Main Department of Security Service of Ukraine in Kyiv and Kyiv Oblast (Region),
Начальник Управління,The Head of Department,,,,Head of Department,
Начальник Управління Служби безпеки України в Івано-Франківській області,The head of Department of security Service of Ukraine in Ivano-Frankivsk region,,,,Head of the Main Department of Security Service of Ukraine in Kyiv and Oblast (Region),
Начальник Управління Служби безпеки України в Донецькій області,The head of Department of security Service of Ukraine in Donetsk region,,,,Head of the Main Department of Security Service of Ukraine in Donetsk Oblast (Region),
Начальник Управління Служби безпеки України в Житомирській області,The head of Department of security Service of Ukraine in Zhytomyr region,,,,Head of the Main Department of Security Service of Ukraine in Zhitomir Oblast (Region),
Начальник Управління Служби безпеки України в Запорізькій області,The head of Department of security Service of Ukraine in Zaporizhzhya region,,,,Head of the Main Department of Security Service of Ukraine in Zaporizhiia Oblast (Region),
Начальник Управління Служби безпеки України в Луганській області,The head of Department of security Service of Ukraine in Luhansk region,,,,Head of the Main Department of Security Service of Ukraine in Lugansk Oblast (Region),
Начальник Управління Служби безпеки України в Миколаївській області,The head of Department of security Service of Ukraine in the Mykolaiv region,,,,Head of the Main Department of Security Service of Ukraine in MykolaivOblast (Region),
Начальник Управління Служби безпеки України в Одеській області,The head of Department of security Service of Ukraine in Odessa region,,,,Head of the Main Department of Security Service of Ukraine in Odessa Oblast (Region),
Начальник Управління Служби безпеки України в Полтавській області,The head of Department of security Service of Ukraine in Poltava region,,,,Head of the Main Department of Security Service of Ukraine in Poltave Oblast (Region),
Начальник Управління Служби безпеки України в Рівненській області,The head of Department of security Service of Ukraine in Rivne region,,,,Head of the Main Department of Security Service of Ukraine in Rivne Oblast (Region),
Начальник Управління Служби безпеки України в Сумській області,The head of Department of security Service of Ukraine in Sumy region,,,,Head of the Main Department of Security Service of Ukraine in Sumy Oblast (Region),
Начальник Управління Служби безпеки України в Тернопільській області,The head of Department of security Service of Ukraine in Ternopil region,,,,Head of the Main Department of Security Service of Ukraine in Ternopil Oblast (Region),
Начальник Управління Служби безпеки України в Харківській області,The head of Department of security Service of Ukraine in Kharkiv region,,,,Head of the Main Department of Security Service of Ukraine in Kharkiv Oblast (Region),
Начальник Управління Служби безпеки України в Херсонській області,The head of Department of security Service of Ukraine in Kherson region,,,,Head of the Main Department of Security Service of Ukraine in Kherson Oblast (Region),
Начальник Управління Служби безпеки України в Чернівецькій області,The head of Department of security Service of Ukraine in Chernivtsi region,,,,Head of the Main Department of Security Service of Ukraine in Chernivci Oblast (Region),
Начальник Управління Служби безпеки України в Чернігівській області,The head of Department of security Service of Ukraine in Chernihiv region,,,,Head of the Main Department of Security Service of Ukraine in Chernigiv Oblast (Region),
Начальник Управління Служби безпеки України у Волинській області,The head of Department of security Service of Ukraine in the Volyn region,,,,Head of the Main Department of Security Service of Ukraine in Volyn Oblast (Region),
Начальник Управління Служби безпеки України у Вінницькій області,The head of Department of security Service of Ukraine in Vinnytsia region,,,,Head of the Main Department of Security Service of Ukraine in Vinnitsia Oblast (Region),
Начальник Управління Служби безпеки України у Дніпропетровській області,The head of Department of security Service of Ukraine in Dnipropetrovsk region,,,,Head of the Main Department of Security Service of Ukraine in Dnipropetrovsk Oblast (Region),
Начальник Управління Служби безпеки України у Львівській області,The head of Department of security Service of Ukraine in Lviv region,,,,Head of the Main Department of Security Service of Ukraine in Lviv Oblast (Region),
Начальник Управління Служби безпеки України у Хмельницькій області,The head of Department of security Service of Ukraine in Khmelnitsky region,,,,Head of the Main Department of Security Service of Ukraine in Khmelnickiy Oblast (Region),
Начальник Управління державної служби Головного управління державної служби України в Автономній Республіці Крим та м. Севастополі,Head of civil Service of the Main Department of civil Service of Ukraine in the Autonomous Republic of Crimea and Sevastopol,,,,Head of Department of Civil Service of Main Department of Civil Service of Ukraine in the Autonomous Republic of Crimea and Sevastopol,
"Начальник відділу зовнішньоекономічної діяльності та контролю, член правління","Head of Department of foreign economic activity and control, member of the Board",,,,"Head of Department of Foreign Economic Activity and Control, Member of the Board",
"Начальник відділу по роботі з корпоративними клієнтами філії банку в м. Ізмаїлі ПАТ ""Державний експортно-імпортний банк України"", член наглядової ради","The chief of Department on work with corporate clients of the Bank's branch in Izmail PJSC ""State export-import Bank of Ukraine"", member of the Supervisory Board",,,,"Head of Department Dealing with Corporate Clients of the ""Ukreximbank"" Bank's Branch in Izmail , Member of the Supervisory Board",
"Начальник відділу стратегії розвитку річкового транспорту та інфраструктури Департаменту державної політики в галузі морського і річкового траспорту Мінінфраструктури, член наглядової ради","Head of Department of strategy of development of river transport and infrastructure of the Department of State policy for Maritime and river transport of the Ministry of Infrastructure, member of the Supervisory Board",,,,"Head of Department of Strategy and Development of Sea and River Transport of Ministry of Infrastructure, Head of Supervisory board",
Начальник відділу цінової політики в нафтогазовому комплексі управління цінової та тарифної політики нафтогазового комплексу НКРЕ - член ревізійної комісії,Head of Department of pricing policy in the oil and gas industry Division  of price and tariff policy of oil and gas complex NERC - member of audit Commission,,,,"Head of Department of pricing policy in the Oil and Gas Industry Division  of Price and Tariff Policy of Oil and Gas Complex NRCEU (National Regulatory Comission on Energy and Utilities), Member of Audit Commission",
Начальник головного управління,The head of the main Department,,,,Head of the Main Department,
"Начальник головного управління, головний державний інспектор","The head of the main Department, chief State inspector",,,,"Head of the Main Department, Main State Inspector",
"Начальник контрольно-ревізійного відділу, Голова ревізійної комісії","The head of the audit Department, Chairman of the audit Committee",,,,"Head of the Audit Department, Chairman of the Audit Committee",
Начальник митниці,The chief of customs,,,,Head of Customs,
Начальник обласного управління,The chief of regional Division ,,,,Head of regional Division ,
Начальник регіонального відділення,The head of the regional office,,,,Head of the regional office,
"Начальник регіонального відділення ФДМУ по Одеській області, член наглядової ради","The head of the regional office of FGIU in the Odessa region, member of the Supervisory Board",,,,"Head of the regional Office of the State Property Fund of Ukraine in Odessa region, Member of the Supervisory Board",
Начальник самостійного відділу Вищого господарського адміністративного суду України,The head of the independent Department of the Supreme economic Administrative Court of Ukraine,,,,Head of the Independent Division of the Supreme Economic Administrative Court of Ukraine,
Начальник самостійного відділу Вищого господарського суду України,The head of the independent Department of the Supreme economic Court of Ukraine,,,,Head of independent Division of the Supreme Commercial Court of Ukraine,
Начальник служби,Head of Service,,,,Head of Service,
Начальник територіального управління,The head of Territorial  administration,,,,Head of Territorial administration,
Начальник управління,The head of Department,,,,Head of Department,
Начальник управління Вищого господарського суду України,The head of the Supreme economic Court of Ukraine,,,,Head of the Supreme Commercial Court of Ukraine,
Начальник управління — головний бухгалтер Вищого господарського суду України,Head of Department — chief accountant of the Supreme economic Court of Ukraine,,,,Head of Department - Chief Accountant of the Supreme Commercial Court of Ukraine,
Начальник інспекції,The head of the inspection,,,,Head of Inspection,
Начальник інспекції,The head of the Inspectorate.,,,,Head of Inspection,
"Начальник, головний державний санітарний лікар Рівненської області","Chief, chief State sanitary physician of Rivne region",,,,"Head, Main State Sanitary Doctor of Rivne Oblast (Region)",
"Начальник, головний державний санітарний лікар області","Chief, chief State sanitary doctor of the region",,,,"Head, Main State Sanitary Doctor of the Oblast (Region)",
"Начальник, заступник Головного державного інспектора з ядерної та радіаційної безпеки України","The chief, Deputy Chief State inspector on nuclear and radiation safety of Ukraine",,,,"Head, Deputy Head Inspector on Nuclear and Radiation Safety of Ukraine",
Начальники Сухопутних військ України,Chiefs of Land forces of Ukraine,,,,Chief of Army of Ukraine,
Начальних Повітряних Сил України,Training of Air Forces of Ukraine,,,,Chief of Ukrainian Air Force,
Номінальний власик,"Rated secretly,",,,,Nominee owner,
Номінальний власник,Nominee,,,,Nominee owner,
Перший Заступник,First Deputy,,,,First Deputy,
Перший Заступник керівника,First Deputy head,,,,First Deputy Head,
"Перший віце-президент-технічний директор, член правління","First Vice-President-technical Director, Board member",,,,"First Vice-President Technical director, Member of the Board",
Перший віце-прем'єр-міністр України - Міністр економічного розвитку і торгівлі України,First Vice Prime Minister of Ukraine - Minister of economic development and trade of Ukraine,,,,First Vice-Prime Minister of Ukraine - Minister of Economic Development,
Перший заступник Генерального прокурора України,First Deputy Prosecutor General of Ukraine,,,,First Deputy Prosecutor General of Ukraine,
Перший заступник Голови Антимонопольного комітету України - державний уповноважений,First Deputy Chairman of the Antimonopoly Committee of Ukraine - State Commissioner,,,,First Deputy Head of the Antimonopoly Committee of Ukraine - State Commissioner,
"Перший заступник Голови Антимонопольного комітету України, державний уповноважений Антімонопольного комітету України","First Deputy Chairman of the Antimonopoly Committee of Ukraine, State Commissioner Antimonopoles Committee of Ukraine",,,,First Deputy Head of the Antimonopoly Committee of Ukraine - State Commissioner of the Antimonopoly Committee of Ukraine,
Перший заступник Голови Державного агентства резерву України,First Deputy Chairman of the State Agency of reserve of Ukraine,,,,First Deputy Head of the State Agency of Reserves of Ukraine,
Перший заступник Голови Державного агентства рибного господарства України,First Deputy Chairman of the State Agency of fisheries of Ukraine,,,,First Deputy Head of the State Agency of Fisheries of Ukraine,
Перший заступник Голови Державного комітету телебачення і радіомовлення України,First Deputy Chairman of the State Committee for television and radio broadcasting of Ukraine,,,,First Deputy Head of the State Committee of Television and Radio Broadcasting of Ukraine,
Перший заступник Голови Державної екологічної Інспекції України - заступник Головного державного інспектора України з охорони навколишнього природного середовища,First Deputy Chairman of the State ecological Inspection of Ukraine - Deputy Chief State inspector of Ukraine on the protection of the natural environment,,,,"First Deputy Head of Department on Security of Natural Resources and Environment, Deputy Main Sytate Inspector of Ukraine on Protection of Natural Environment",
Перший заступник Голови Державної міграційної служби України,First Deputy Chairman of the State migration Service of Ukraine,,,,First Deputy Head of the State Migration Service of Ukraine,
Перший заступник Голови Державної реєстраційної служби України,First Deputy Chairman of the State registration Service of Ukraine,,,,First Deputy Head of the State Registration Service of Ukraine,
Перший заступник Голови Державної служби України з надзвичайних ситуацій,First Deputy Chairman of the State Service of Ukraine for emergency situations,,,,First Deputy Head of the State Emergency Service of Ukraine,
Перший заступник Голови Державної служби спеціального зв'язку та захисту інформації України,First Deputy Chairman of the State Service of special communication and information protection of Ukraine,,,,"First Deputy Head of the State Service of Special Communication and Information Protection of Ukraine, Chairman of the Audit Committee",
Перший заступник Голови Державної служби статистики України,First Deputy Chairman of the State statistics Service of Ukraine,,,,First Deputy Head of the State Statistics Service of Ukraine,
Перший заступник Голови Державної фінансової інспекції України,First Deputy Chairman of the State financial inspection of Ukraine,,,,First Deputy Head of the State Financial Inspection of Ukraine,
Перший заступник Голови Державної інспекції навчальних закладів України,First Deputy Chairman of the State Inspectorate of educational institutions of Ukraine,,,,First Deputy Head of the State Inspectorate of Educational Institutions of Ukraine,
Перший заступник Голови Національного агентства України з питань державної служби,First Deputy Chairman of the National Agency of Ukraine on civil Service,,,,First Deputy Head of National Agency of Ukraine on Civil Service,
Перший заступник Голови Національної експертної комісії України з питань захисту суспільної моралі,First Deputy Chairman of the National expert Commission of Ukraine on protection of public morality,,,,First Deputy Head of National Expert Commission of Ukraine on the Protection of Public Morality,
Перший заступник Голови Правління Національного банку України,First Deputy Chairman of the National Bank of Ukraine,,,,First Deputy Chairman of the National Bank of Ukraine,
Перший заступник Голови Служби безпеки України,First Deputy Chairman of security Service of Ukraine,,,,First Deputy Head of the Main Department of the Security Service of Ukraine,
Перший заступник Голови Служби зовнішньої розвідки України,First Deputy Chairman of the foreign intelligence Service of Ukraine,,,,First Deputy Head of the Foreign Intelligence Service of Ukraine,
Перший заступник Голови Фонду державного майна - член  наглядової ради,First Deputy Chairman of the State property Fund - member of the Supervisory Board,,,,First Deputy Head of the State Property Fund of Ukraine - Member of the Board,
Перший заступник Голови Фонду державною майна України,First Deputy Chairman of Fund of State property of Ukraine,,,,First Deputy Head of the State Property Fund of Ukraine - Member of the Board,
Перший заступник Голови партії – Керівник Секретаріату,First Deputy Chairman of the party – head of the Secretariat,,,,First Deputy Head of the Party – Head of the Secretariat,
Перший заступник Донецької обласної державної адміністрації,The first Deputy of the Donetsk regional State administration,,,,First Deputy Head of Donetsk Regional State Administration,
Перший заступник Керівника Секретаріату Конституційного суду України,First Deputy Head of the Secretariat of the constitutional Court of Ukraine,,,,First Deputy Head of Secretariate of Constitutional Court of Ukraine,
Перший заступник Секретаря Ради національної безпеки і оборони України,First Deputy Secretary of national security Council and defense of Ukraine,,,,First Deputy Head of Service of Secretary of the National Security and Defense Council of Ukraine ,
Перший заступник генерального директора,First Deputy General Director,,,,First Deputy CEO,
"Перший заступник генерального директора - директор з проектів та інвестицій ВП ""Атомпроектінжиніринг"", член правління","First Deputy General Director - Director for projects and investments OP ""Atomproektengineering"", member of the Board",,,,"First Deputy CEO - Director of Projects and Investments of SS (Separate Subdivision) ""Atomprojectengineering"", member of the Board",
Перший заступник голови Івано-Франківської обласної державної адміністрації,First Deputy Chairman of the Ivano-Frankivsk regional State administration,,,,First Deputy Chairman of the Ivano-Frankivsk Regional State Administration,
Перший заступник голови Верховної Ради Автономної Республіки Крим,First Deputy Chairman of the Verkhovna Rada of the Autonomous Republic of Crimea,,,,First Deputy Head of Verkhovna Rada (Parliament) of Autonomous Republic of Crimea,
Перший заступник голови Вінницької обласної державної адміністрації,First Deputy Chairman of the Vinnytsia regional State administration,,,,First Deputy Head of Vinnitsia Regional State Administration,
Перший заступник голови Державного агентства України з туризму та курортів,First Deputy Chairman of the State Agency of Ukraine for tourism and resorts,,,,First Deputy Head of the State Agency of Ukraine for Tourism and Resorts,
Перший заступник голови Державного агентства України з управління зоною відчуження,First Deputy Chairman of the State Agency of Ukraine for Division  of exclusion zone,,,,First Deputy Head of the State Agency of Ukraine on Exclusion Zone Management,
Перший заступник голови Державного агентства автомобільних доріг України,First Deputy Chairman of the State Agency of automobile roads of Ukraine,,,,First Deputy Head of the State Office for Motor Roads of Ukraine,
Перший заступник голови Державного агентства екологічних інвестицій України,First Deputy Chairman of the State Agency of ecological investments of Ukraine,,,,First Deputy Head of the State Environmental Investment Agency of Ukraine,
Перший заступник голови Державного агентства з енергоефективності та енергозбереження України,First Deputy Chairman of the State Agency on energy efficiency and energy saving of Ukraine,,,,First Deputy Head of the State Agency on Energy Efficiency and Energy Saving of Ukraine,
Перший заступник голови Державного агентства з інвестицій та управління національними проектами України,First Deputy Chairman of the State Agency for investment and national projects of Ukraine,,,,First Deputy Head of the Department of Investments andand National Projects of Ukraine,
Перший заступник голови Державного агентства земельних ресурсів України,First Deputy Chairman of State Agency of land resources of Ukraine,,,,First Deputy Head of thr State Agency for Land Resources of Ukraine,
Перший заступник голови Державного агентства резерву України,First Deputy Chairman of the State Agency of reserve of Ukraine,,,,First DeputyHead of the State Agency of Reserves of Ukraine,
Перший заступник голови Державного агентства рибного господарства України,First Deputy Chairman of the State Agency of fisheries of Ukraine,,,,First Deputy Hrad of the State Agency of Fisheries of Ukraine,
Перший заступник голови Державного космічного агентства України,First Deputy Chairman of the State space Agency of Ukraine,,,,First Deputy Head of the State Space Agency of Ukraine,
Перший заступник голови Державної архівної служби України,First Deputy Chairman of the State archival Service of Ukraine,,,,First Deputy Chairman of the State Archival Service of Ukraine,
Перший заступник голови Державної архітектурно-будівельної інспекції України,First Deputy Chairman of the State architectural and construction inspection of Ukraine,,,,First Deputy Chairman of the State Architectural and Construction Inspection of Ukraine,
Перший заступник голови Державної виконавчої служби України,First Deputy Chairman of the State Executive Service of Ukraine,,,,First Deputy Chairman of the State Bailiff Service of Ukraine,
Перший заступник голови Державної екологічної інспекції України,First Deputy Chairman of the State ecological Inspectorate of Ukraine,,,,First Deputy Head of the State Ecological Inspection of Ukraine,
Перший заступник голови Державної казначейської служби України,First Deputy Chairman of the State Treasury Service of Ukraine,,,,First Deputy Head of the State Treasury Service of Ukraine,
Перший заступник голови Державної міграційної служби України,First Deputy Chairman of the State migration Service of Ukraine,,,,First Deputy Head of the State Migration Service of Ukraine,
Перший заступник голови Державної прикордонної служби України,First Deputy Chairman of the State border Service of Ukraine,,,,First Deputy Head of thr State Border Guard Service of Ukraine,
Перший заступник голови Державної пробірної служби України,First Deputy Chairman of the State assay Service of Ukraine,,,,First Deputy Head of the State assay Service of Ukraine,
Перший заступник голови Державної реєстраційної служби України,First Deputy Chairman of the State registration Service of Ukraine,,,,First Deputy Head of the State registration Service of Ukraine,
Перший заступник голови Державної служби України з лікарських засобів,First Deputy Chairman of the State Service of Ukraine on medicinal products,,,,First Deputy Head of the State Administration of Ukraine on Medical Products,
Перший заступник голови Державної служби України з надзвичайних ситуацій,First Deputy Chairman of the State Service of Ukraine for emergency situations,,,,First Deputy Head of the State Emergency Service of Ukraine,
Перший заступник голови Державної служби України з питань захисту персональних даних,First Deputy Chairman of the State Service of Ukraine on personal data protection,,,,First Deputy Head of the State Service of Ukraine on Personal Data Protection,
Перший заступник голови Державної служби спеціального зв'язку та захисту інформації,First Deputy Chairman of the State Service for special communications and information protection,,,,First Deputy Head of the State Service of Special Communication and Information Protection of Ukraine,
Перший заступник голови Державної служби фінансового моніторингу України,First Deputy Chairman of the State Service for financial monitoring of Ukraine,,,,First Deputy Head of the State Financial Monitoring Service of Ukraine,
Перший заступник голови Державної інспекції України з безпеки на наземному транспорті,First Deputy Chairman of the State Inspectorate of Ukraine on safety in land transport,,,,First Deputy Head of the State Inspectorate of Ukraine for Land Transport Safety,
Перший заступник голови Державної інспекції України з контролю за цінами,First Deputy Chairman of the State inspection of Ukraine on price control,,,,First Deputy Head of the State Inspection on Price Control of Ukraine,
Перший заступник голови Державної інспекції ядерного регулювання України,First Deputy Chairman of the State nuclear regulatory Inspectorate of Ukraine,,,,First Deputy Head of the State Nuclear Regulatory Inspectorate of Ukraine,
Перший заступник голови Дніпропетровської обласної державної адміністрації,First Deputy Chairman of Dnipropetrovsk regional State administration,,,,First Deputy Head of Dnipropertrovsk Regional the State Administration,
Перший заступник голови Донецької обласної державної адміністрації,First Deputy Chairman of Donetsk regional State administration,,,,First Deputy Head of Donetsk Regional the State Administration,
Перший заступник голови Запорізької обласної державної адміністрації,First Deputy Chairman of Zaporizhzhya regional State administration,,,,First Deputy Head of Zaporizhia Regional the State Administration,
Перший заступник голови Львівської обласної державної адміністрації,First Deputy head of Lviv regional State administration,,,,First Deputy Head of Lviv Regional the State Administration,
Перший заступник голови Національного агентства з питань підготовки та проведення в Україні фінальної частини чемпіонату Європи 2012 року з футболу та реалізації інфраструктурних проектів,First Deputy Chairman of the National Agency on preparation and holding in Ukraine of finals of European championship of 2012 on football and the implementation of infrastructure projects,,,,First Deputy Head of Department of Financial Support of the National Agency on Preparation and Holding of Finals of the 2012 Football European Cup in Ukraine and the Implementation of Infrastructure Projects,
Перший заступник голови Пенсійного фонду України,First Deputy Chairman of the Pension Fund of Ukraine,,,,First Deputy Head of the Pension Fund of Ukraine,
Перший заступник голови Полтавської обласної державної адміністрації,First Deputy Chairman of the Poltava regional State administration,,,,First Deputy Head of Poltava Regional the State Administration,
Перший заступник голови Сумської обласної державної адміністрації,First Deputy Chairman of the Sumy regional State administration,,,,First Deputy Head of Sumy Regional the State Administration,
Перший заступник голови Тернопільської обласної державної адміністрації,First Deputy head of the Ternopil regional State administration,,,,First Deputy Head of Ternopil Regional the State Administration,
Перший заступник голови Харківської обласної державної адміністрації,First Deputy head of Kharkiv regional State administration,,,,First Deputy Head of Kharkiv Regional the State Administration,
Перший заступник голови Чернівецької обласної державної адміністрації,First Deputy Chairman of the Chernivtsi regional State administration,,,,First Deputy Head of Chernivtsi Regional the State Administration,
"Перший заступник голови державної служби спеціального зв'язку та захисту інформації України, Голова наглядової ради","First Deputy Chairman of the State Service for special communication and information protection of Ukraine, Chairman of the Supervisory Board",,,,"First Deputy Head of the State Service of special communication and informational protection of Ukraine, Head of the Supervisory Board",
Перший заступник голови правління,First Deputy Chairman of the Board,,,,First Deputy Chairman of the Board,
Перший заступник голови правління - головний інженер,First Deputy Chairman of the Division  Board - chief engineer,,,,First Deputy Chairman of the Board - Chief Engineer,
Перший заступник голови правління з наукової діяльності,First Deputy Chairman of the Board for research activities,,,,First Deputy Chairman of the Board for Scientific Activities,
