name,edrpou
ощад банк у монастириському районі,32129
"філія житомирське оу ат""ощадбанк""",32129
запорізьке обласне управління ат ощадбанк,32129
"зат ""державний ощадний банк україни""",32129
"харківське обласне управління ат ""ощадбанку""",32129
"філія чернігівське обласне управління твбв №10024/0235 ат ""державний ощадний банк""",32129
тиврівське відділення ощадбанк,32129
"твбв №10015/0391 одеського обласного управління ат ""ощадбанк""",32129
новотроїцьке твбв 10021/0119 хоу пат ощадбанк,32129
"пат ""ощадний банк україни""",32129
"at ""ощадбанк"" твб 10026/08",32129
"ат ""ощадбанк"" філія рівненського обласного управління твбв № 10017/01 вул. с.петлюри 16 м.рівне, україна,",32129
філія чернігівське обласне ат ощадбанк,32129
"пат ""державний ощадний банк україни"" в особі твбв №10018/073 філії соу ат ""ощадбанк""",32129
"філія-рівненське обласне управління ат ""ощадбанк"", смт.млинів",32129
"ат,,ощадбанк""",32129
пат державний ощадний бнк україги запорізьк обласне управління,32129
"твбв №10005/011 філія житомирське ов ат ""ощадбанк""",32129
"філія хмельницького управління ат ""ощадний банк україни""",32129
відділення ощадбанку в іванківському районі київської області,32129
тобо №10012/015 філія лоу ат ощадбанк,32129
філія головного управління по місту києву та київській області ат ощадбанк,32129
"твбв №10017/117 філії- рівненське обласне управління ат ""ощадбанк""",32129
"пат "" ощадбанк """,32129
"фiлiя - полтавське обласне управлiння ат ""ощадбанк""",32129
"філія-рівненське обласне управління ат ""ощадбанк""",32129
головне управління по місту києву та київській області публічного акціонерного товариства державний ощадний банк україни,32129
філія херсонського обласного управління ат ощадбанк,32129
"відділення 10016/060 пат ""державний ощадний банк україни""",32129
"приват банк, ощад банк, банк південний, платінум банк",32129
"ат ""ощадбанк""смт.шнвченкове",32129
ат ощадбанк 10017/01,32129
ат ощадбанк в зборівському районі,32129
відділення ощадбанку,32129
"ват ""державний ощадний банк україни"" (за ощадкнижкою срср)",32129
"твбв №10013/065 філії львіського обласного управління ат ""ощадбанк""",32129
"твбв №10022/133 філії хоу ат ""ощадбанк""",32129
філіал ощадбанку,32129
городоцьке відділення ощадного банку в хмельницькій області,32129
дергачівське відділенння ощадбанку № 5903,32129
"твбв №10004/0336 ат ""ощадбанк""",32129
"лоу пат ""ощадбанк"" в м.червонограді",32129
"філія - чернігівське обласне упрвління публічного акціонерного товариства ""державний ощадний банк україни""",32129
"філія черкаського обласного управління ат ""ощад банк""",32129
"твбв №10014/07 ат ""державний ощадбанк україни""",32129
"павлоградське відділення ат ""державний ощадний банк""",32129
закарпатська філія ощадбанку,32129
ат *ощадбанк*,32129
"ват ""держощадбанк""",32129
ощадбанк ват,32129
"твбв №10019/041 філії-тернопільське облуправління ат ""ощадбанк""",32129
"твбв № 10023/0293 філії - черкаського облуправління ат ""ощадбанк""",32129
"філія - волинське обласне управління публічного акціонерного товариства ""державний ощадний банк україни""",32129
"твбв №10026/0198 ат ""ощадбанк""",32129
"херсонське облуправління ат""ощадбанк""",32129
"твбв №10021/0164 філії херсонського обласного управління ат ""ощадбанк""",32129
"твбв №10007/0339 філія ват ""державний ощадний банк""",32129
"філія сумське обласне управління ат ""ощадбанк""",32129
"твбв №10026/0594 пат""ощадбанк""",32129
"пат ""державний ощадний банк україни"", харківська обласна філія ат ""ощадбанк""",32129
філія роу державний ощадний банк україни,32129
"філія харківське оуат ""ощадбанк""",32129
"ощадбанк м,скадовськ",32129
"твбт №10026/0198 філії - гу по м.києву та київській обл.ат""ощадабанк""",32129
"гу по м.києву та київській області ат ""ощадбанк""",32129
"територіально відокремлене безбалансове відділення філії - сумського обласного управління пат ""державний ощадний банк україни""",32129
ощадбанк (вклади срср),32129
ат ”ощадбанк”,32129
"ват ""державного ощадного банку україни""",32129
"донецьке обласне управління пат ""державний ощадний банк україни""",32129
філія доу пат державний ощадний банк україни,32129
"""ощадбанк україни""",32129
"твбв № 10026/066 філії - головного управління по м. києву та київській області ат ""ощадбанк""",32129
"ат ""ощадбанк"" філія- рівненське обласне управління",32129
"фiлiя - хмельницьке обласне управлiння ат ""ощадбанк"" №10022/0140",32129
"ат ""ощадбанк"" старокостянтинівське відділення хмельницької області",32129
тв бв ощадний банк україни №10010/093,32129
"філія оу ат ""ощадбанк"" м.дніпро",32129
"філія-сумське обласне управління ат ""ощадбанк""",32129
"філія -жовківське відділення №6325 пат""державний ощадний банк""",32129
"ат ""ощадбанк"" 1008/0161",32129
корецьке твбв ощадбанку,32129
публічне акціонерне товариство державний ощадбанк україни,32129
"твбв № 10013/0179 ат ""ощадбанк""",32129
"твбв 10016/0216 ат ""ощадбанк"" м. кременчук",32129
"фiлiя - тернопiльське обласне управлiння публічного акцiонерного товариства ""державний ощадний банк україни""",32129
"твбв №10023/019 ат ""ощадбанк""",32129
"ат ""ощадбанк"" філія-рівненське обласне управління твбв-10017/0164",32129
"твбв полтавське облуправління пат ""державний ощадний банк україни""",32129
"філія ""сумське обласне управління ат ""ощадбанк""",32129
"фiлiя - хмельницьке обласне управлiння публічного акцiонерного товариства ""державний ощадний банк україни""",32129
"публічне акціонерне товариство ""державний ощадний банк україни"" філія-житомирське обласне управління ат ""ощадбанк"" установа банку № 10005/066 опч філія-житомирське оу ат ""ощадбанк""",32129
"філія зоу ват ""ощадбанк""",32129
"пат ""державний ощадний банк україни"", твбв №10012/058 філія луганського обласного управління",32129
"твбв №10014/0187 філії - миколаївське облуправління ат ""ощадбанк""",32129
"філія гу по м.києву та київській області ат ""ощадбанку""",32129
"твбб №10026/0159 філії головного управління по місту києву та київській області ат ""ощадбанк""",32129
"ват ""ощадний банк україни"" (коростенське відділення)",32129
"твбв №10022/129 ат ""ощадбанк""",32129
"фiлiя - черкаське обласне управлiння публічного акцiонерного товариства ""державний ощадний банк україни""",32129
"твбв №10010/0154 філії-кіровоградське обласне управління ат ""ощадбанк""",32129
"твбв № 10019/048 філії тернопільське обласне управління ат ""ощадбанк""",32129
"хмельницьке обласне управлiння ат ""ощадбанк""",32129
"твбв№ 10018/041 філії- сумського обласного управління ат ""ощадбанк""",32129
твбв 10022/0107 ощадбанк,32129
ват державний ощадний банк україни філія калінінського відділення № 8143 м. донецька,32129
"твбв №10023/0107 філії-черкаського облуправління ат ""ощадбанк""",32129
"акціонернетовариство ""ощадбанк""",32129
: пат державний ощадний банк україни філія вінницьке обласне управління,32129
філія ощадного банку №10001/071 с.демівка чечельницького району вінницької області,32129
"твбв № 10018/0153 філія - сумське обласне управління ат ""ощадбанк""",32129
"твбв № 10018/050 ат ""ощадбанк""",32129
"акціонерне товариство "" ощадбанк""",32129
"твбв 10016/0141 філії - полтавське обласне управління ат ""ощадбанк""",32129
"філія харківське обласне управління ат ""державний ощадбанк україни""",32129
"філія одеське оу ат ""ощадбанк""",32129
твбв №10026/0877 філія гу м.київ та київської області ат ощадбанк,32129
пат державний ощадний банк україни філія вінницьке обласне управління,32129
"твбв ""10005/030 філія ат ""ощадбанк""",32129
"твбв №122/01107 хоу ат ""ощадбанк""",32129
хмельнцьке обласне управління ат ощадбанк,32129
філія твбв ощадбанк,32129
"ощадбанк, відділення №8449",32129
"куйбишевська філія № 10007/0261 запорізького управління ат ""ощадбанк""",32129
"твбв № 10005/062 філії жоу ат ""ощадбанк""",32129
"івано-франківське ат ""ощадбанк""",32129
"твбв №10004/0149 філія донецьке обласне управління ат ""ощадбанк""",32129
"філія головне управління по місту києву та київській області пат""державний ощадний банк україни""",32129
філія вінницьке обласне управління ат ощадбанк,32129
"твбв № 10026/0583 філії гу по місту києві та київській області ""ат""ощадбанк""",32129
"хмельницьке обласне управління ат ""ощадбанк""",32129
"городнянське відділення філії чоу ват ""ощадбанк""",32129
твбв ощадбанку №12020/0553 філії харківського обласного управління(в сбербанке ссср),32129
"філія-донецьке обласне управління публічного акціонерного товаритва ""державний ощадний банк україни""",32129
"твбв ат"" ощадбанк""",32129
"""ат ""ощадбанк""",32129
"філія- львівське обласне управління ат ""ощадбанк"" твбв 10013/0144",32129
"ват ""ощадбанк"" м.волочиськ хмельницької області",32129
"ат ""ощадбанк україни""",32129
ат ощадбанк україни ладижинське відділення,32129
"філія - хмельницьке обласне управління ат ""державний ощадний банк україни"" твбв №10022/0100",32129
"фiлiя - вiнницьке обласне управлiння публічного акцiонерного товариства ""державний ощадний банк україни""",32129
"ат ""держощадбанк""",32129
"зоу ат ""ощадбанк""",32129
"твбв №10023/0121 фiлiї черкаського облуправлiння ват ""ощадбанк""",32129
"твбв № 10016/053 філії - полтавське обласне управління ат ""ощадбанк""",32129
"твбв 10001/071 філія-вінницьке обласне управління пат ""державний ощадний банк україни""",32129
"твбв № 10026/0198 філії - гу по м. києву та київській обл. ат ""ощадбанк""",32129
"ат""ощадбанк""твбв10005/030 філії житомирське обласне управління ат""ощадбанк""",32129
твбв №10026/0198 філії - гу по м. києву та київській обл. ат ощадбанк,32129
"пат державний ощадний банк україни ф-гу по м. києву та київській обл. ат ""ощадбанк""",32129
"кам'янець-подільське відділення ват""ощадбанк""",32129
"філія закарпатське управління пат ""державний ощадний банк україни""",32129
"""державний ощадний банк україни"" філія -хмельницьке облуправління твбв №10022/0115",32129
"філія тернопільське обласне управління пат ""державний ощадний банк""",32129
"паб "" державний ощадний банк україни""",32129
"твбв № 10004/551 філії-доу ат ""ощадбанк""",32129
"твбв № 10005/62 філії житомирського обласного управління пат ""державний ощадний банк україни""",32129
ат ощадбанк тростянецьке відділення №10001/0106,32129
"свалявська філія ат ""ощадбанк""",32129
філія кіровоградського управління ат ощадбанк,32129
"зоу аи ""ощадбанк """,32129
ощадбанк україна,32129
філія чернігівського обласного управління пат державний ощадний банк,32129
"твбв №10026/066 філії -гу по м.києву та київській обл. ат ""ощадбанк""",32129
"ат ""ощадбанк"" філія-подільське відділення 5393 в м. києві",32129
"філія-івано-франківське облуправління ат ""ощадбанк""",32129
"ат "" ощадбанк """,32129
ощадбанк хмельницький,32129
"пат ""державний ощадний банк україни"" відділеннятвбв №10001/168 ат ""ощадбанк""",32129
"головне управління по м.києву та київській області ат""ощадбанк""",32129
"твбв № 10004/092 фiлiї - донецьке обласне управлiння ат ""ощадбанк""",32129
"ат ""ощадбанк"" твбв №10024/0250",32129
"пат ""державний ощадбанк банк україни""",32129
філія-закарпатське обласне управлінняпат ощадбанк,32129
"ат ""ощадбанк"" філії воутввв №10002/036",32129
"at ""ощадбанк"" твб 10026/084",32129
"пат ""державний ощадний банк уцкраїни""",32129
"волинське обласне управління № 10002/0118 ват ""ощадбанк""",32129
"хустське відділення №7290 відкритого ат ""державний ощадний банк україни""""",32129
державний ощадний банк україни бобринецьке твбв №10010/093,32129
ощадбанк україни смт.любешів,32129
"тернопільське обласне управління ат""ощадбанк""",32129
"пат "" ощадбанк україни """,32129
"філія - головне управління по м. києву та київській області ат ""ощадбанк""",32129
"""ощадбанк"", твбв №10019/033",32129
філія полавське обласне управління ат ощадбанк,32129
"філія - черкаське обласне управління публічне акціонерне товариство ""державний ощадний банк україни""",32129
"територіальне відокремлене безбалансове відділення №100191054 філії тернопільське обласне управління пат ""державний ощадний банк україни""",32129
"твбв10001/0111 філії вінницьке обласне управління ат ""ощадбанк""",32129
"ощадбанк "" україни"" за ощадкнижками срср",32129
хоу ват державний ощадний банк україни,32129
відділення ощадбанку у м. новий яричів твбв №10013/0231,32129
"івано-фанківське оу ат ""ощадбанк""",32129
філія ощадбанку в м.гайворон,32129
"відкрите акціоненне товариство державний ощадний банк україни, філія дарницького відділення №5397/0508",32129
"філія-тернопільське обласне управління пат ""державний ощадний банк україни""",32129
"хустське відділення № 10006/0114 публічного акціонерного товариства ""державний ощадний банк україни""",32129
"філія оу ад ""ощадбанк м.дніпро""",32129
державний ощадбанк україни (вклад срср),32129
"філія- кіровоградське обласне управління ат ""ощадбанк""",32129
головне управління по м. києву та київській області ат ощадбанк,32129
"ат""ощадний банк""",32129
"ат ""ощадбанк"" твбв 10016/084",32129
"твбв № 10017/048 філії рівненського обласного управління ат ""ощадбанк""",32129
"шевченківське відділення № 5441 ат ""ощадбанк""",32129
"тв бв №10023/0201 філії черкаського обласного управління ат ""ощадбанк""",32129
"твбв№10019/048 філії-тернопільське обласне управління ат ""ощадбанк""",32129
"пат кб ""державний ощадний банк україни""",32129
"твбв №10018/034 філії сумське обласне управління ат ""ощадбанк""",32129
пат ощад банк,32129
"філія - івано-франківське обласне управління ат""ощадбанк""",32129
"твбв №10005028 філія - житомирського обласного управління №10005 ат ""ощадбанк""",32129
"філія кіровоградського обласного управління пат ""ощадбанк""",32129
філія тоу пат державний ощадний банк у м. тернопіль,32129
державний ощадний банк україни публічне акціонерне товариство філія запорізьке обласне управління,32129
"територіально-відокремлене безбалансове відділення миколаївського обласного управління пат""державний ощадний банк""",32129
"твбв№1002/00487 ат ""ощадбанк""",32129
філія - жовківське відділення №6325 ват ощадбанк,32129
"філія запорізьке оу ат ""ощадбанк""",32129
пат державний ощадний банк україни - філія сумського оу,32129
"твбв №10021/0134 фiлiї - херсонського обласного управління ат ""ощадбанк""",32129
"дунаєвецьке відділення ват""державний ощадний банк україни""",32129
іванківський ощадбанк,32129
"філія-тернопiльське обласне управлiння ат ""ощадбанк""",32129
"ват ""державний ощадний банк"" 6319/0036",32129
ат ощадбанк (вклад срср),32129
пат ощадбанк філія-одеське обласне управління,32129
черкаське оу ват ощадбанк м.черкаси,32129
"пологівське твбв №10007/0254 філії запорізьке обласне управління ат ""державний ощадний банк україни""",32129
"твбв№10019/036 ат""ощадбанк""україна",32129
"тв бв №10001/0120 філія вінницького обласного управління ат ""ощадбанк""",32129
ват державний ощадбанк україни,32129
управління ощадбанку у місті вінниця,32129
ощадбанк україни (колишній ощадбанк срср),32129
"пат філія хоу ""ощадбанк""",32129
"філія- житомирське обласне управління ат "" ощадбанк""",32129
"аб ""ощадбанк""",32129
одеське обласне управління ат ощадбанк м.одеса,32129
ощадний банк украіни,32129
"філія -вижницьке відділення №6792 ват ""державний ощадний банк україни""",32129
"пат ""державний ощадий банк україни""",32129
"пат ""ощадбанк""(вклад срср)",32129
тпбв №10016/125 філії полтавське обласне управління ат ощадбанк,32129
"пат ""ощадний державний банк україни""",32129
твбв філії сумське обласне управління ат ощадбанк,32129
"філія - волинське обласне управління пат ""державний ощадний банк україни""",32129
"твтвбв № 10004/092 фiлiї - донецьке обласне управлiння ат ""ощадбанк""",32129
атощад банк україни,32129
"миколаївське відділення ват ""ощадбанк"" № 5421/040",32129
"філія - харківське обласне управління пат "" державний ощадний банк україни""",32129
опч оперв філії зоу та ощадбанк,32129
"філія львівського обласного управління ат ""ощадбанк"" твбв №10013/0215 м. самбір",32129
"філія-полтавське обласне управління ат""ощадбанк""",32129
"твбв №10026/0106філії -гу по м. києву та київській обл. ат ""ощадбанк""",32129
добровеличківський ощадбанк,32129
чечельницьке відділення державного ощадного банку україни,32129
"фт ""ощадбанк""",32129
"пат ат ""ощадбанк""",32129
святошинське відділення ощадбанку,32129
"твбв 10004/0149 пат ""державний ощадний банк україни""",32129
"поблічне акціонерне товариство ""державний ощадний банк україни""",32129
"хмельницьке облуправління ат ""ощадбанк""",32129
"пат кб ""ощадбанк""",32129
"територiально вiдокремлене безбалансове вiддiлення №10007/0261 філії - запорізького обласного управління публічного акцiонерного товариства ""державний ощадний банк україни""",32129
"ат ""ощадбанк""",32129
"твбв№10016/0226 філії-полтавське обласне управління ат ""ощадбанк""",32129
"пат філія-житомирське облуправління ат ""ощадбанк""",32129
"паб ""державний ощадний банк україни""",32129
"філія пирятинське відділення № 3089 ат ""ощадбанк""",32129
"івано-франківське обласне управління ат ""ощадбанк"" твбв №10008/0116 с.сваричів",32129
віддлення ощадбанку в мурованих курилівцях,32129
"твбв№10024/0222 філії-чернігівське обласне управлінняат""ощадбанк""",32129
"філія-головне управління по м.києву та київській області ат ""ощадбанк""",32129
"пат ""державний ощадний банк україни"" філія -тернопільське обласне управління ат ""ощадбанк""",32129
"пат ""державний ощадний банк україни ощадбанк""",32129
"костянтинівське відділення ват ""ощадбанк україни""",32129
"ат ""ощадбанк"" твбв №10005/01 м. овруч",32129
"філія одеське обласне управління твбв №10015/0412 ат ""ощадбанк""",32129
"філія чернігівського обласногшо управління ат ""ощадбанк""",32129
"твбв №10026/0198 філії-гу по м.києву та київській обл.ат ""ощадбанк""",32129
"пат ""ощадний банк україни""10022/0129",32129
ф-зоіат №10006/057 ощадбанк,32129
"головне управління по місту києву та київській області ат ""ощадбанк""",32129
"пуат ""державний ощадний банк україни""",32129
ощадкаса срср (вклад у карбованцях срср станом на 1990 р.),32129
"філія чернігівське обласне управління пат ""державний ощадний банк україни""",32129
"філія - хмельницьке обласне управління твбв 10022/0115 пат ""державний ощадний банк україни""",32129
"твбв 10001/0111 філії вінницьке обласне управління ат ""ощадбанк""",32129
"твбв №10017\0164 ат ""ощадбанк""",32129
"пат ""державний ощадний банк україни""",32129
"пао ""ощадний банк україни""",32129
"головне управління по м.києву і київській області пат ""державний ощадний банк україни""",32129
"твбв №10024/103 ф-я чернігівське обласне управління ат ""ощадбанк""",32129
"хмельницьке обласне управління пат "" держаний ощадний банк україни""",32129
"бобринецьке твбв №10010/093 ат ""ощадбанк""",32129
"твбв №10019/03 філії тернопільського обласного управління ат ""ощадбанк""",32129
"івано-франківське обласне управління публічного акціонерного товариства ""державний ощадний банк ""україни""",32129
філія-харківське обласне управління ат ощадбанк,32129
"твбв №10008/087, м. рогатин філія івано-франківського обласного управління пат державного ощадного банку україни",32129
"філія чоу пат ""ощадбанк""",32129
пат державний ощад банк україни,32129
"публічне акціонерне товариство ""державний ощадний банк україни"" філія - твбв №10008/093",32129
"банк ""ощадбанк""",32129
міловське відділення ощадбанку,32129
пат філія кіровоградське обласне управління державний ощадний банк україни,32129
"стрийське відділення № 6311 відкритого акціонерного товариства ""державний ощадний банк україни""",32129
"твбв №100/041 філія тернопільського обласного управління ат ""ощадбанк""",32129
марганецьке відділення ощадбанку твбв №6696/012,32129
"ват філія луганське оу ат ""ощадбанк""",32129
"публічне акціонерне товариство ,,ощадний ощадний банк україни""",32129
"акціонерне товариство ""державний ощадний банк україни""",32129
"твбв №10007/0223 філії запорізького обласного управління ат ""ощадбанк""",32129
"пат "" державний ощадний банк україни"" твбв ""ощадбанк"" 10018/161",32129
"твбв №10016/016 філія полтавського обласного управління ат""ощадбанк""",32129
"твбв №10007/0359 філії - запорізького обласного управління ат ""ощадбанк""",32129
"твбв 01019/023 філії то управління ат ""ощадбанк""",32129
"філія харківського обласного управління ат ""ощадбанк""",32129
ап *ощадбанк*,32129
ощадбанк (відділення № 10007/0221),32129
"твбв 10004/063 філія донецьке обласне управління ат ""ощадбанк""",32129
"державний ощадний банк україни, березнівське відділення №10017/0136",32129
філія богунського відділення 75/01 ощадного банку україни м.житомир,32129
"філія одеська оуат ""ощадбанк""",32129
"фiлiя - одеське обласне управлiння ат ""ощадбанк""",32129
"тв бв №10023/01 філії чоуат ""ощадбанк""",32129
"філія чоу ат ""ощадбанк""",32129
пат ощадбанк твбв №10022/064,32129
"чернігівське обласне управління пат ""чернігівський ощадний банк україни""",32129
"ат ,,ощадбанк''",32129
твбв №10020/0535 філії-харківського обласного управління ат ощадбанк,32129
"територіально відокремлене безбалансове відділення № 100230/391 ат ""ощадбанк"" в м. сміла",32129
"головне управління ат ""ощадбанк"" по м. киву та київській області",32129
"долинське твбв №10010/0103 філії кіровоградське оу ат""ощадбанк""",32129
"житомирська філія - ат ""державний ощадний банк україни""",32129
"філія-хмельницьке обласне управління публічного акціонерного товариства ""державний ощадний банк україни""",32129
"оперв чернігівське обласне управління пат ""державний ощадний банк україни"" (спадщина-колишні вклади срср)",32129
"донецького обласного управління пат ""ощадбанк""",32129
"ват ""державний ощадний банк україни"" тернопільське обласне управління чортківське відділення №6362/041",32129
"ват ""державний ощадний бак україни""",32129
"любомльська фiлiя - волинське обласне управлiння публічного акцiонерного товариства ""державний ощадний банк україни""",32129
"філія -зборівське районне управління ат ""ощадбанк"" №10019/023 рахунки: №91551-18196, №91551-18197",32129
"черкаське обласне управліня ат ""ощадбанк""",32129
"філія - донецьке обласне управління ат ""ощадбанк""",32129
"територiально вiдокремлене безбалансове вiддiлення №10001/051 фiлiї - вiнницького обласного управлiння публічного акцiонерного товариства ""державний ощадний банк україни""",32129
філія хоу пат державний ощадний банк україни,32129
твбв №10022/0136 філії - хмельницьке обласне управління ат ощадбанк,32129
"філія - городоцьке відділення № 6324 відкритого акціонерного товариства ""державний ощадний банк україни""",32129
"твбв №10007/0249 зоу ат ""ощадбанк""",32129
"твбв 10024/0159 філії чоу ат ""ощадбанк""",32129
"млинівське відділення твпв""ощадбанк""",32129
"ват ""ощадбанк"" україни",32129
"фiлiя - харкiвське обласне управлiння ат ""ощадбанк""",32129
"філія-чернігівське обласне управління ат""ощадбанк""",32129
"філія ""сумське обласне управління ат ""ощадбанк"" м. суми",32129
"тв бв №10019/046 ват ""ощадбанк""",32129
ат ощадбанк львівське обласне управління,32129
"філія тернопільське міське відділення №6350 ват ""державний ощадний банк україни""",32129
"філія кіровоградське обласне ат ""ощадбанк""",32129
рівненське обласне управління атощад м.рівне,32129
"ват державний ощадний банк україни""",32129
філія черкаського оу ат ощадбанк,32129
"""державний ощадний банк""",32129
акціонерне товариство ощадбанк головне управління по місту києву та київській області,32129
"твбв №10026/0198 філії-гу по м.києву та київській обл. ат ""ощадбанк""",32129
"ат ""ощадбанк"" твб 10026/084",32129
"ват ""ощадбанк"" сод",32129
"тернопільське обласне управління ат ""ощадбанк""",32129
ощадбанк 7717/0163,32129
твбв №10014/022 моу ат ощадбанк,32129
"вінницьке оу ат ""ощадний банк україни""",32129
"10002/097 філія волинського обласного управління пат""державний ощадний банк україни""",32129
флоу ат ощадбанк твбв №10012/050,32129
держощадбанк,32129
"ат ""ощадбанк"" смт.шевченкове",32129
"твбв №100004/101 філії- доу ат ""ощадбанк""",32129
"твбв № 10014/0187 філії - миколаївське облуправління ат ""ощадбанк""",32129
тв бв ощадбанк №10022/081,32129
"пат ""державний ощадний банк україни у місті одеси відділення № 7860/0323",32129
твбв № 10026/0198 філії-гу по м.києву та київській області ат ощадбанк,32129
"гу по м. києву та київській області ват ""державний ощадний банк україни """,32129
"хоуат ""ощадбанк""",32129
"філія-тернопільске обласне управління пат ""державний ощадний банк україни""",32129
ощадбанк україни в м. шпола,32129
"твбв №10016/0189 філії-полтавське обласне управління ат ""ощадбанк""",32129
"фiлiя - волинське обласне управлiння ат ""ощадбанк""",32129
"пат державний ощадний банк україни""",32129
"твбв №10014/54 філії миколаївського обласного управдіння ат ""ощадбанк"" с. маліївка",32129
"миколаївське обласне управління ат ""ощадбанк""",32129
соснівське відділення ощадного банку №220,32129
ощад банк україни,32129
полавськ обласне ат ощадбанк м.полтави,32129
ощадбанк (ощадбанк срср),32129
філія рокитнівського відділення ощадбанку №10017/0165 рівненської області,32129
"пат ""ощадбанк"" україни",32129
ват ощадний банк україни,32129
володимирецьке відділення ощадного банку,32129
твбв№10015/0358 філія одеське обласне управління ат ощадбанк м.одеса,32129
волинське обласне управління ат ощадбанк,32129
"твбв 10001/0175 філії - вінницьке обласне управління ат ""ощадбанк""",32129
"вінницьке обласне управління ат""ощадбанк""",32129
"ат ""ощадбанк"" м. костопіль",32129
"10005/03 опч філія - житомирське оуат "" ощадбанк""",32129
"філія сумське оу ат ""ощадбанк""",32129
"твбв №10016/022 ат""ощадбанк""",32129
твбв №10019/036 ат ощадбанк,32129
"ат ""ощадбанк"" твбв 10024/0118",32129
"філія-приморське відділення№5360 ват ""державний ощадний банк україни""",32129
"ат ""ощадбанк"" (вклади срср)",32129
"філія-головного управління по м.києву та київській області пат ""державний ощадний банк україни""",32129
"ф-я чоу ват ""ощадбанк"" 10021/0211",32129
"філія- рівненське обласне управління ат ""ощадбанк""",32129
чемеровецьке відділення ощадбанку,32129
ощадний бонк срср,32129
"твбв № 10023/0201 в м.корсунь-шевченківський черкаського облуправління ат ""ощадбанк""",32129
"ат ""ощадбанк"" твбв 10023/0186",32129
державний ощадний банк україни твбв №10003/0280,32129
"філія -турківське відділення №6317 відкритого акціонерного товариства ""державний ощадний банк україни""",32129
"філія рівненське облуправління ат ""ощадбанк""",32129
"пат ""державний ощадний банк україни"" твбв №10010/022",32129
ямпільське відділення №10001/054 ат ощадбанк в селі клембівка,32129
"закарпатське су ат ""ощадбанк""",32129
"ат ,,ощадбанк""",32129
ат ощадбанк новопсковське відділення,32129
"запорізьке обласне управління ат "" ощадбанк"" твбв №10007/0218",32129
"філія-кіровоградське обласне управління публічного акціонерного товариства ""державний ощадний банк україни""",32129
державний ощадбанк україни,32129
"твбв №10012/055 філії луганського обласного управління ат ""ощадбанк""",32129
"пат ""державний ощадний банк україни"" (філія твбв №10004/064)",32129
коростенське відділення ощадного банку україни №10005/031,32129
"пат ""державний ощадний банк україни""твбв №10012/087 філія луганського обласного управління публічого акціонерного товариства ""державний ощадний банк україни""",32129
