Обласна державна телерадіокомпанія Державного комітету телебачення і радіомовлення України,Regional State TV and radio State Committee for television and radio broadcasting of Ukraine,,,,Regional State TV and Radio Company of the State Committee for Television and Radio Broadcasting of Ukraine,,
Територіальна державна інспекція з питань праці у Хмельницькій області,The Territorial  State Inspectorate for issues of labour in the Khmelnitsky region,,,,Territorial  State Inspectorate for Issues of labour in the Khmelnytskyi Oblast (Region),,
Територіальне управління Державної інспекції з енергоефективності та енергозбереження,Territorial  Department of the State Inspectorate for energy efficiency and energy saving,,,,Territorial  Department of the State Inspectorate for Energy Efficiency and Energy Saving,,
Управління Служби безпеки України в Хмельницькій області,The Division  of security Service of Ukraine in Khmelnitsky region,,,,Department  of Security Service of Ukraine in Khmelnytskyi Oblast (Region),,
Управління Укртрансінспекції у Хмельницькій області,The Ukrainian transport inspection office in Khmelnytsky region,,,,Ukrainian Transport Inspection office in Khmelnytskyi Oblast (Region),,
Управління Державної міграційної служби України в Хмельницькій області,The office of the State migration Service of Ukraine in Khmelnitsky region,,,,Department  of the State Migration Service of Ukraine in Khmelnytskyi Oblast (Region),,
Управління Державної пенітенціарної служби у Хмельницькій області,The Division  of the Public penitentiary Service in Khmelnitsky region,,,,Department  of the State Penitentiary Service in Khmelnytskyi Oblast (Region),,
Управління державної служби Головного управління державної служби України в Хмельницькій області,The Department of public Service of the Main Department of civil Service of Ukraine in Khmelnitsky region,,,,Department of the Public Service of the Main Department of Civil Service of Ukraine in Khmelnytskyi Oblast (Region),,
Регіональне відділення Фонду державного майна України по Хмельницькій області,The regional office of the State property Fund of Ukraine in Khmelnitsky region,,,,Regional office of the State Property Fund of Ukraine in Khmelnytskyi Oblast (Region),,
Державна служба з лікарських засобів у Хмельницькій області,The State Service of medicines in the Khmelnitsky region,,,,State Service of Medicines in the Khmelnytskyi Oblast (Region),,
Управління Держгірпром нагляду в Хмельницькій області,Division  Derica supervision in the Khmelnitsky region,,,,State Service of Geological Supervision and Industrial Safety in Khmelnytskyi Oblast (Region),,
"Управління охорони, використання і відтворення водних біоресурсів та регулювання рибальства в Хмельницькій області","The Department of protection, use and reproduction of water biological resources and regulation of fisheries in the Khmelnitsky region",,,,"Department of Protection, Use and Reproduction of Biological Water Resources and Regulation of Fisheries in Khmelnytskyi Oblast (Region)",,
Хмельницька митниця Державної фіскальної служби України,Khmelnytskyi custom of the State fiscal Service of Ukraine,,,,Khmelnytskyi Сustoms of the State Fiscal Service of Ukraine,,
Хмельницьке обласне територіальне відділення Антимонопольного комітету України,Khmelnytsky regional Territorial  office of Antimonopoly Committee of Ukraine,,,,Khmelnytskyi Кegional Territorial Office of Antimonopoly Committee of Ukraine,,
Хмельницьке обласне управління лісового та мисливського господарства,Khmelnytsky regional Division  of forest and hunting economy,,,,Khmelnytskyi Regional Division of Forestry and Hunting,,
Хмельницький обласний центр зайнятості,Khmelnitsky regional employment center,,,,Khmelnitskyi Regional Employment Center,,
Головне управління ветеринарної медицини в Рівненській області,The Division of veterinary medicine in Rivne region,,,,Division of Veterinary Medicine in Rivne Oblast (Region),,
Державна фітосанітарна інспекція у Рівненській області,State phytosanitary inspection in Rivne region,,,,State phytosanitary inspection in Rivne region,,
"Управління охорони, використання і відтворення водних біоресурсів та регулювання рибальства в Рівненській області","The Department of protection, use and reproduction of water biological resources and fishery regulation in the Rivne region",,,,"Department of protection, Use and Reproduction of Water biological Resources and Fishery Regulation in Rivne Oblast (Region)",,
Головне управління Держземагентства у Рівненській області,Main Department of State land Agency in Rivne region,,,,Main Department of the State Land Agency in Rivne Oblast (Region),,
Рівненське обласне управління лісового та мисливського господарства,Rivne regional Division  of forest and hunting economy,,,,Rivne Regional Division of Forest and Hunting,,
Територіальне управління Державної судової адміністрації України в Рівненській області,Territorial  Department of State judicial administration of Ukraine in Rivne region,,,,Territorial  Department of State Judicial Administration of Ukraine in Rivne Oblast (Region),,
Державна інспекції сільського господарства у Рівненській області,The State Inspectorate of agriculture in the Rivne region,,,,State Inspectorate of Agriculture in Rivne Oblast (Region),,
Управління Державної міграційної служби України в Рівненській області,The office of the State migration Service of Ukraine in Rivne region,,,,office of the State Migration Service of Ukraine in Rivne Oblast (Region),,
Державна інспекція сільського господарства в Полтавській області,State Inspectorate of agriculture in Poltava region,,,,State Inspectorate of Agriculture in Poltava Oblast (Region),,
Посольство України в Туркменистані,Embassy of Ukraine in Turkmenistan,,,,Embassy of Ukraine in Turkmenistan,,
Політична партія «УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка»,"Political party ""UDAR (Ukrainian Democratic Alliance for Reforms) of Vitaliy Klychko""",,,,"Political party ""UDAR (Ukrainian Democratic Alliance for Reforms) of Vitaliy Klichko""",,
Державна інспекція сільського господарства України (ліквідовується),State inspection of agriculture of Ukraine (liquidated),,,,State Inspection of Agriculture of Ukraine (liquidated),,
Державна інспекція України з безпеки на морському та річковому транспорті,State inspection of Ukraine on safety on sea and river transport,,,,State Inspection of Ukraine for Safety on Sea and River Transport Safety,,
Державна інспекція України з безпеки на наземному транспорті,State inspection of Ukraine on safety in land transport,,,,State Inspection of Ukraine for Land Transport Safety,,
Державна інспекція України з контролю за цінами,State inspection of Ukraine on price control,,,,State Inspection of Ukraine on Prices Control,,
Територіальне управління Держгірпромнагляду у Рівненській області,Territorial  administration of State Service of Mining Supervision and Industrial Safety of Ukraine in Rivne region,,,,Territorial  Administration of State Service of Mining Supervision and Industrial Safety of Ukraine in Rivne Oblast (Region),,
Управління Державної служби спеціального зв'язку та захисту інформації України в Чернівецькій області,The Department of Public Service of special communication and information protection of Ukraine in Chernivtsi region,,,,Department of State Service of Special Communication and Information Protection of Ukraine in Chernivtsi Oblast (Region),,
Управління Державного агентства з енергоефективності та енергозбереження України у Черкаській області,Division  of the State Agency on energy efficiency and energy saving of Ukraine in Cherkasy region,,,,Division  of the State Agency on Energy Efficiency and Energy Saving of Ukraine in Cherkasy Oblast  (Region),,
Державна екологічна інспекція у Хмельницькій області,The State ecological inspection in the Khmelnitsky region,,,,State Ecological Inspection in Khmelnitskyi Oblast (Region),,
Державна інспекція сільського господарства у Хмельницькій області,State Inspectorate of agriculture in the Khmelnitsky region,,,,State Inspectorate of Agriculture in the Khmelnitskyi Oblast (Region),,
Державна фінансова інспекція в Хмельницькій області,State financial inspection in the Khmelnitsky region,,,,State Financial Inspection in Khmelnitskyi Oblast (Region),,
Державна фітосанітарна інспекція в Хмельницькій області,State phytosanitary inspection in the Khmelnitsky region,,,,State Phytosanitary Inspection in Khmelnitskyi Oblast (Region),,
Управління Державної архітектурно-будівельної інспекції у Хмельницькій області,office of the State architectural and construction inspection in the Khmelnitsky region,,,,office of the State Architectural and Construction Inspection in Khmelnitskyi Oblast (Region),,
Інспекція з питань захисту прав споживачів у Хмельницькій області,Inspectorate of consumer protection in the Khmelnitsky region,,,,Inspectorate of Сonsumer Protection in Khmelnitskyi Oblast (Region),,
Управління МВС України в Хмельницькій області,The Division  of the Ministry of internal Affairs of Ukraine in Khmelnytsky region,,,,Department of the Ministry of internal Affairs of Ukraine in Khmelnitskyi Oblast (Region),,
Головне управління Пенсійного фонду України в Рівненській області,Main Department of Pension Fund of Ukraine in Rivne region,,,,Main Department of Pension Fund of Ukraine in Rivne Oblast (Region),,
Територіальна державна інспекція з питань праці у Рівненській області,The Territorial  State Inspectorate for issues of labour in the Rivne region,,,,Territorial  State Inspectorate for Issues of labour in the Rivne Oblast (Region),,
Рівненський обласний центр зайнятості,Rivne regional employment center,,,,Rivne Regional Employment Center,,
Управління державної архітектурно-будівельної інспекції у Рівненській області,office of the State architectural and construction inspection in Rivne region,,,,office of the State Architectural and Construction Inspection in Rivne Oblast (Region),,
Рівненське обласне територіальне відділення Антимонопольного комітету України,Rivne regional Territorial  office of Antimonopoly Committee of Ukraine,,,,Rivne Regional Territorial  office of Antimonopoly Committee of Ukraine,,
Рівненський обласний вузол спеціального зв'язку,Rivne regional center of special communication,,,,Rivne Regional Center of Special Communication,,
Регіональне відділення Фонду державного майна України по Рівненській області,The regional office of the State property Fund of Ukraine in Rivne region,,,,Regional office of the State Property Fund of Ukraine in Rivne Oblast (Region),,
Управління державної служби Головного управління державної служби України в Рівненській області,The Department of public Service of the Main Department of civil Service of Ukraine in Rivne region,,,,Department of Public Service of the Main Department of Civil Service of Ukraine in Rivne Oblast (Region),,
Представництво у Рівненській області Державної служби України з питань регуляторної політики та розвитку підприємництва,office in Rivne region of State Service of Ukraine for regulatory policy and entrepreneurship development,,,,office of State Service of Ukraine for Regulatory Policy and Entrepreneurship Development in Rivne Oblast (Region),,
Відділення Національної служби посередництва і примирення в Рівненській області,The office of the National Service of mediation and reconciliation in Rivne region,,,,office of the National Service of Mediation and Reconciliation in Rivne Oblast (Region),,
Північно-західна державна інспекція з ядерної та радіаційної безпеки,Northwestern State inspection on nuclear and radiation safety,,,,Northwestern State Inspection on Nuclear and Radiation Safety,,
Рівненський обласний військовий комісаріат,Rivne regional military Commissariat,,,,Rivne Regional Military Commissariat (Army Recruiting Bureau),,
Оперативне командування «Захід»,Operational command West,,,,"Operational command ""Zakhid"" (West)",,
Управління Міністерства внутрішніх справ України в Рівненській області,of the Ministry of internal Affairs of Ukraine in Rivne region,,,,Division of the Ministry of Internal Affairs of Ukraine in Rivne Oblast (Region),,
УСБУ в Рівненській області,The security Service of Ukraine in Rivne region,,,,Security Service of Ukraine in Rivne Oblast (Region),,
Головне територіальне управління юстиції в Полтавській області,Main Territorial  Department of Justice in the Poltava region,,,,Main Territorial  Department of Justice in the Poltava Oblast (Region),,
Головне управління ветеринарної медицини в Полтавській області,The Division of veterinary medicine in Poltava region,,,,Division of Veterinary Medicine in Poltava Oblast (Region),,
Головне управління Державної казначейської служби України в Полтавській області,Main administration of State Treasury Service of Ukraine in Poltava region,,,,Main Division of the State Treasury Service of Ukraine in Poltava Oblast (Region),,
Головне управління Державної служби України з надзвичайних ситуацій у Полтавській області,General Division of State Service of Ukraine on emergencies in Poltava region,,,,Main Division of the State Service of Ukraine on Emergencies in Poltava  Oblast (Region),,
Головне управління Державної фіскальної служби України в Полтавській області,Department of State fiscal Service of Ukraine in Poltava region,,,,Department of  the State Fiscal Service of Ukraine in Poltava Oblast (Region),,
Головне управління Держземагентства у Полтавській області,Main Department of State land Agency in Poltava region,,,,Main Department of State land Agency in Poltava Oblast (Region),,
Головне управління Держсанепідслужби у Полтавській області,Main Department of State sanitary and epidemiological Service in Poltava region,,,,Main Department of The State Sanitary and Epidemiological Service in Poltava Oblast (Region),,
Головне управління Пенсійного фонду України в Полтавській області,Main Department of Pension Fund of Ukraine in Poltava region,,,,Main Department of Pension Fund of Ukraine in Poltava Oblast (Region),,
Головне управління статистики у Полтавській області,Main Department of statistics in the Poltava region,,,,Main Department of Statistics in Poltava Oblast (Region),,
Департамент Державної архітектурно-будівельної інспекції у Полтавській області,The Department of State architectural construction inspection in Poltava region,,,,Department of State Architectural Construction Inspection in Poltava Oblast (Region),,
Державна екологічна інспекція у Полтавській області,The State ecological inspection in Poltava region,,,,State Ecological Inspection in Poltava Oblast (Region),,
Державна фінансова інспекція в Рівненській області,State financial inspection in the Rivne region,,,,State Financial Inspection in Rivne Oblast (Region),,
Управління Укртрансінспекцїї у Рівненській області,Division  Ukrtransgaz in Rivne region,,,,Division of State Inspection of Ukraine on Security on Land Transport in Rivne Oblast (Region),,
Головне управління Держсанепідслужби в Рівненській області,Main Department of State sanitary and epidemiological Service in Rivne region,,,,Main Department of the State Sanitary and Epidemiological Service in Rivne Oblast (Region),,
Державна служба з лікарських засобів у Рівненській області,The State Service of medicines in Rivne region,,,,State Service of Medicines in Rivne Oblast (Region),,
Головнек управління юстиції в Рівненській області,Holovak Department of Justice in Rivne region,,,,Main Department of Justice in Rivne Oblast (Region),,
Управління Державної пенітенціарної служби України в Рівненській області,The Division  of the Public penitentiary Service of Ukraine in Rivne region,,,,Division of Public Penitentiary Service of Ukraine in Rivne Oblast (Region),,
Головне управління статистики у Рівненській області,Main Department of statistics in Rivne region,,,,Main Department of Statistics in Rivne Oblast (Region),,
Інспекція з питань захисту прав споживачів у Рівненській області,Inspectorate of consumer protection in Rivne region,,,,Inspectorate of Consumer Protection in Rivne Oblast (Region),,
Державна екологічна інспекція в Рівненській області,The State ecological inspection in the Rivne region,,,,State Ecological Inspection in Rivne Oblast (Region),,
Рівненське обласне управління водних ресурсів,Rivne regional Department of water resources,,,,Rivne regional Department of Water Resources,,
Рівненська митниця Міндоходів,Rivne customs,,,,Rivne Customs of Ministry of Revenue,,
Головне управління ДФС у Рівненській області,Department DFS in Rivne region,,,,State Fiscal Service of Ukraine in Rivne Oblast (Region),,
Головне управління Державної служби України з питань надзвичайних ситуацій у Рівненській області,General Division of State Service of Ukraine on emergencies in Rivne region,,,,Main Division of the State Service of Ukraine on Emergencies in Rivne Oblast (Region),,
Управління державної служби Головного управління державної служби України в Полтавській області,The Department of public Service of the Main Department of civil Service of Ukraine in Poltava region,,,,Department of Public Service of the Main Department of Civil Service of Ukraine in Poltava Oblast (Region),,
Управління МВС України в Полтавській області,Division of internal Affairs of Ukraine in Poltava region,,,,Division of Internal Affairs of Ukraine in Poltava Oblast (Region),,
Управління Укртрансінспекції у Полтавській області,Division  Ukrtransinspektsii in Poltava region,,,,Division  of the State Inspection of Ukraine on Security on Land Transport in Poltava Oblast (Region),,
Головне управління Державної служби України з надзвичайних ситуацій у Миколаївській області,General Division of State Service of Ukraine on emergency situations in the Mykolaiv region,,,,General Division of State Service of Ukraine on Emergencies Mykolaiv Oblast (Region),,
Головне управління Державної фіскальної служби у Миколаївській області,Department of State fiscal Service in the Mykolaiv region,,,,Main Division of the State Fiscal Service in Mykolaiv Oblast (Region),,
Головне управління Державної казначейської служби України у Миколаївській області,Main administration of State Treasury Service of Ukraine in the Mykolaiv region,,,,Main Administration of the State Treasury Service of Ukraine in Mykolaiv Oblast (Region),,
Територіальне управління Держгірпромнагляду у Миколаївській області,Territorial  administration of State Service of Mining Supervision and Industrial Safety of Ukraine in the Mykolaiv region,,,,Territorial  Administration of the State Service of Mining Supervision and Industrial Safety of Ukraine in Mykolaiv Oblast (Region),,
Управління Укртрансінспекції у Миколаївській області,Division  Ukrtransinspektsii in the Mykolaiv region,,,,Division  of State Inspection of Ukraine on Security on Land Transport in Mykolaiv Oblast (Region),,
Служба автомобільних доріг у Миколаївській області,The Service of highways in the Mykolaiv region,,,,Road Service in Mykolayiv Oblast (Region),,
Інспекція Державного архітектурно-будівельного контролю у Миколаївській області,Inspection of State architectural and construction control in the Mykolaiv region,,,,Inspection of State Architectural and Construction Control in the Mykolaiv Oblast (Region),,
Державна фінансова інспекція в Миколаївській області,State financial inspection in the Mykolaiv region,,,,State financial inspection in the Mykolaiv Oblast (Region),,
Миколаївська митниця Міндоходів,The Mykolaiv customs,,,,Mykolaiv Customs of Ministry of Revenue,,
Регіональне відділення Фонду державного майна України по Миколаївській області,The regional office of the State property Fund of Ukraine in the Mykolaiv region,,,,Regional office of the State property Fund of Ukraine in Mykolaiv Oblast (Region),,
Головне управління статистики у Миколаївській області,Main Department of statistics in the Mykolaiv region,,,,Main Department of Statistics in Mykolaiv Oblast (Region),,
Головне управління Держземагентства у Миколаївській області,Main Department of State land Agency in the Mykolaiv region,,,,Main Department of State Land Agency in Mykolaiv Oblast (Region),,
Головне управління ветеринарної медицини у Миколаївській області,The Division of veterinary medicine in the Mykolaiv region,,,,Division of Veterinary Medicine in Mykolaiv Oblast (Region),,
Миколаївське регіональне управління водних ресурсів,The Mykolaiv regional Division  of water resources,,,,Mykolaiv Regional Division of Water Resources,,
Миколаївське обласне управління лісового та мисливського господарства,The Mykolaiv regional Division  of forest and hunting economy,,,,Mykolaiv Regional Division of Forest and Hunting,,
Інспекція з питань захисту прав споживачів у Миколаївській області,Inspectorate of consumer protection in the Mykolaiv region,,,,Inspectorate of consumer protection in Mykolaiv Oblast (Region),,
"Управління охорони, використання і відтворення водних біоресурсів та регулювання рибальства у Миколаївській області","The Department of protection, use and reproduction of water biological resources and fishery regulation in the Mykolaiv region",,,,"Department of Protection, Use and Reproduction of Water Biological Resources and Fishery Regulation in Mykolaiv Oblast (Region)",,
Державна інспекція сільського господарства в Миколаївській області,State Inspectorate of agriculture in the Mykolaiv region,,,,State Inspectorate of agriculture in the Mykolaiv Oblast (Region),,
Державна екологічна інспекція у Миколаївській області,The State ecological inspection in the Mykolaiv region,,,,State Ecological Inspection in Mykolaiv Oblast (Region),,
Державна фітосанітарна інспекція Миколаївської області,State phytosanitary Inspectorate of the Mykolaiv region,,,,State Phytosanitary Inspection of Mykolaiv Oblast (Region),,
Сектор у Миколаївській області Державної інспекції України з контролю за цінами,Sector in the Mykolaiv region of the State inspection of Ukraine on price control,,,,Sector of the State Inspection of Ukraine on Price Control in Mykolaiv Oblast (Region),,
Миколаївське обласне територіальне відділення Антимонопольного комітету України,The Mykolaiv regional Territorial  office of Antimonopoly Committee of Ukraine,,,,Mykolaiv Regional Territorial  office of Antimonopoly Committee of Ukraine,,
Головне територіальне управління юстиції у Миколаївській області,Main Territorial  Department of Justice in the Mykolaiv region,,,,Main Territorial  Department of Justice in Mykolaiv Oblast (Region),,
"ВАТ ""Тернопільобленерго""","JSC ""Ternopiloblenergo""",,,,"JSC ""Ternopiloblenergo""",,
"ПАТ ""Дніпродзержинська Теплоелектроцентраль""","PJSC ""Dneprodzerzhinsk Plant""",,,,"PJSC ""Dneprodzerzhynsk Thermoelectric Plant""","PJSC ""Dneprodzerzhynska teploelectrocentral""",
Інспекція з питань захисту прав споживачів у Полтавській області,Inspectorate of consumer protection in the Poltava region,,,,Inspectorate of Consumer Protection in Poltava Oblast (Region),,
Полтавська митниця ДФС,Poltava custom DFS,,,,State Fiscal Service of Ukraine in Poltava Oblast (Region),,
Державна фітосанітарна інспекція в Полтавській області,State phytosanitary inspection in Poltava region,,,,State Phytosanitary Inspection in Poltava Oblast (Region),,
Полтавське обласне територіальне відділення Антимонопольного комітету України,Poltava regional Territorial  office of Antimonopoly Committee of Ukraine,,,,Poltava Regional Territorial  office of Antimonopoly Committee of Ukraine,,
Полтавський обласний центр зайнятості,Poltava regional center of employment,,,,Poltava Regional Center of Employment,,
Регіональне відділення Фонду державного майна України по Полтавській області,The regional office of the State property Fund of Ukraine in Poltava region,,,,Regional office of the State Property Fund of Ukraine in Poltava Oblast (Region),,
Сектор Державної регуляторної служби України у Полтавській області,Sector of the State regulatory Service of Ukraine in Poltava region,,,,Sector of the State Regulatory Service of Ukraine in Poltava Oblast (Region),,
Територіальна державна інспекція з питань праці у Полтавській області,The Territorial  State Inspectorate for issues of labour in the Poltava region,,,,Territorial  State Inspectorate for Issues of Labour in Poltava Oblast (Region),,
Територіальне управління Держгірпромнагляду у Полтавській області,Territorial  administration of State Service of Mining Supervision and Industrial Safety of Ukraine in Poltava region,,,,Territorial  Ddministration of the State Service of Mining Supervision and Industrial Safety of Ukraine in Poltava Oblast (Region),,
Територіальне управління Держенергоефективності у Полтавській області,Territorial  Department of Saee in Poltava region,,,,Territorial  Department of State Agency on Energy Efficiency and Energy Saving of Ukraine in Poltava Oblast (Region),,
Управління Державної міграційної служби України в Полтавській області,The office of the State migration Service of Ukraine in Poltava region,,,,office of the State Migration Service of Ukraine in Poltava Oblast (Region),,
Управління Державної пенітенціарної служби України в Полтавській області,The office of the State penitentiary Service of Ukraine in Poltava region,,,,office of the State Penitentiary Service of Ukraine in Poltava Oblast (Region),,
Миколаївське обласне управління водних ресурсів,The Mykolaiv regional Division  of water resources,,,,Mykolaiv Regional Division of Water Resources,,
Полтавське обласне управління водних ресурсів,Poltava regional Department of water resources,,,,Poltava Regional Division of Water Resources,,
"Державне підприємство ""Кіровоградський облавтодор""","State enterprise ""Kirovohrad Oblavtodor""",,,,"State Enterprise ""Kirovohrad Oblavtodor""",,
Полтавське обласне управління лісового та мисливського господарства,Poltava regional Department of forestry and hunting,,,,Poltava Regional Division of Forestry and Hunting,,
Державна фінансова інспекція у Львівській області,State financial inspection in Lviv region,,,,State Financial Inspection in Lviv Oblast (Region),,
Головне управління Державної служби України з надзвичайних ситуацій у Львівській області,General Division of State Service of Ukraine of emergencies in Lviv region,,,,General Division of State Service of Ukraine of Emergencies in Lviv Oblast (Region),,
Головне управління Пенсійного фонду України,Main Department of Pension Fund of Ukraine,,,,Main Department of Pension Fund of Ukraine,,
Територіальна державна інспекція з питань праці у Львівській області,Teofil State Inspectorate for issues of labour in the Lviv region,,,,Territorial  State Inspectorate of Labour in Lviv Oblast (Region),,
Головне управління статистики у Львівській області,The main statistical office in Lviv region,,,,Main Statistics Division in Lviv Oblast (Region),,
Державна інспекція сільського господарства в Львівській області,State Inspectorate of agriculture in Lviv region,,,,State Inspectorate of Agriculture in Lviv Oblast (Region),,
Регіональне відділення Фонду державного майна України у Львівській області,The regional office of the State property Fund of Ukraine in Lviv region,,,,Regional office of the State Property Fund of Ukraine in Lviv Oblast (Region),,
"Управління охорони, використання і відтворення водних біоресурсів та регулювання рибальства у Львівській області («Львіврибоохорона»)","The Department of protection, use and reproduction of water biological resources and fishery regulation in the Lviv region (""Luvrhino"")",,,,"Department of Protection, Use and Reproduction of Water Biological Resources and Fishery regulation in Lviv Oblast (Region) (""Lvivrybohorona"")",,
Управління Державної казначейської служби України у Львівській області,Division  of the State Treasury Service of Ukraine in Lviv region,,,,Division  of the State Treasury Service of Ukraine in Lviv Oblast (Region),,
Головне управління Держсанепідемслужби України у Львівській області,The Division of Gossanepidemsluzhby of Ukraine in Lviv region,,,,Main Division of the State Sanitary and Epidemiological Service of Ukraine in Lviv Oblast (Region),,
Головне управління ДФС у Львівській області,Department DFS in Lviv region,,,,State Fiscal Service of Ukraine in Lviv Oblast (Region),,
Територіальне управління Рахункової палати,Territorial  Department of the accounts chamber,,,,Territorial  Department of the Audit Chamber,,
Головное управління ветеринарної медицини у Львівській області,Head Department of veterinary medicine in Lviv region,,,,Head Department of Veterinary Medicine in Lviv Oblast (Region),,
Львівська митниця ДФС України,Lviv customs of the SFS of Ukraine,,,,Lviv Customs of State Fiscal Service of Ukraine ,,
Львівська регіональна служба державного ветеринарно-санітарного контролю та нагляду на Державному кордоні та транспорті,Lviv regional Service of State veterinary and sanitary control and supervision is maintained at the State border and transport,,,,Lviv Regional Service of State Veterinary and Sanitary Control and Supervision on the State border and Transport,,
Львівське територіальне управління Державної комісії з цінних паперів та фондового ринку,The Lviv Territorial  Department of State Commission on securities and stock market,,,,Lviv Territorial  Department of the State Commission on Securities and Stock Market,,
Львівське обласне управління водних ресурсів «Львівське облводресурсів»,"Lviv regional Division  of water resources ""Lviv obliterators""",,,,"Lviv Regional Division of Water Resources ""Lvivske oblvodresursiv""",,
Департамент Державної архітектурно-будівельної інспекції у Львівській області,The Department of State architectural construction inspection in Lviv region,,,,Department of the State Architectural Construction Inspection in Lviv Oblast (Region),,
Державна фітосанітарна інспекція Львівської області,State phytosanitary inspection in Lviv region,,,,State Phytosanitary Inspection in Lviv Oblast (Region),,
Управління Укртрансінспекції у Львівській області,Division  Ukrtransinspektsii in Lviv region,,,,Divisiont of the State Inspection of Ukraine on Security on Land Transportation in Lviv Oblast (Region),,
Львівське обласне управління лісового та мисливського господарства,Lviv regional Division  of forest and hunting economy,,,,Lviv Regional Division of Forestry and Hunting,,
Територіальне управління Держгірпромнагляду у Львівській області,Territorial  administration of State Service of Mining Supervision and Industrial Safety of Ukraine in Lviv region,,,,Territorial  Division of the State Service of Mining Supervision and Industrial Safety of Ukraine in Lviv Oblast (Region),,
Державна служба з лікарських засобів у Львівській області,State medicines Service in the Lviv region,,,,State Medicines Service in the Lviv Oblast (Region),,
Державна екологічна інспекція у Львівській області,The State ecological inspection in Lviv region,,,,State Ecological Inspection in Lviv Oblast (Region),,
Головне управління Державного земельного агентства у Львівській області,Main Department of State land Agency in Lviv region,,,,Main Department of State Land Agency in Lviv Oblast (Region),,
Головне управління Державної міграційної служби у Львівській області,General Division of State migration Service in Lviv region,,,,Main Division of the State Migration Service in Lviv Oblast (Region),,
"АК ""Харківобленерго""","JSC ""Kharkivoblenergo""",,,,"JSC ""Kharkivoblenergo""",,
"ПАТ ""Азовські Мастила І Оливи"" (ПАТ ""Азмол"")","PJSC ""Azov Greases And oils"" (JSC ""AZMOL"")",,,,"PJSC ""Azov Greases And Oils"" (PJSC ""AZMOL"")","PJSC ""Azovski mastyla i oliyi"" (PJSC ""AZMOL"")",
Управління Державної міграційної служби у Миколаївській області,The office of the State migration Service in the Mykolaiv region,,,,office of the StateMigration Service in Mykolaiv Oblast (Region),,
Управління Державної пенітенціарної служби у Миколаївській області,The Division  of the Public penitentiary Service in the Mykolaiv region,,,,Main Division of the Public Penitentiary Service in Mykolaiv Oblast (Region),,
Головне управління Держсанепідслужби у Миколаївській області,Main Department of State sanitary and epidemiological Service in the Mykolaiv region,,,,Main Department of the State Sanitary and Epidemiological Service in Mykolaiv Oblast (Region),,
Управління Міністерства внутрішніх справ України в Миколаївській області,of the Ministry of internal Affairs of Ukraine in the Mykolaiv region,,,,office of the Ministry of Interior of Ukraine in Mykolaiv Oblast (Region),,
Управління державної служби Головного управління державної служби України в Миколаївській області,The Department of public Service of the Main Department of civil Service of Ukraine in the Mykolaiv region,,,,Department of Public Service of the Main Department of Civil Service of Ukraine in Mykolaiv Oblast (Region),,
Головне управління юстиції у Львівській області,Main Department of Justice in Lviv region,,,,Main Department of Justice in Lviv Oblast (Region),,
Львівський обласний центр зайнятості,Lviv regional employment center,,,,Lviv Regional Employment Center,,
Управління Національного банку України у Львівській області,The office of the National Bank of Ukraine in Lviv region,,,,office of the National Bank of Ukraine in Lviv Oblast (Region),,
Служба автомобільних доріг у Львівській області,Road Service in Lviv region,,,,Road Service in Lviv Oblast (Region),,
Інспекція з питань захисту прав споживачів у Львівській області,Inspectorate of consumer protection in the Lviv region,,,,Inspectorate of Consumer Protection in Lviv Oblast (Region),,
Управління Державної служби Головного управління Державної служби України у Львівській області,The Department of Public Service of the Main Department of civil Service of Ukraine in Lviv region,,,,Department of Public Service of the Main Department of Civil Service of Ukraine in Lviv Oblast (Region),,
Управління Служби безпеки України в Миколаївській області,Division  of security Service of Ukraine in the Mykolaiv region,,,,Division of Security Service of Ukraine in Mykolaiv Oblast (Region),,
Територіальна державна інспекція з питань праці у Миколаївській області,The Territorial  State Inspectorate for issues of labour in the Mykolaiv region,,,,Territorial  State Inspectorate for Issues of Labour in Mykolaiv Oblast (Region),,
Державна служба з лікарських засобів у Миколаївській області,State medicines Service in the Mykolaiv region,,,,State Medicines Service in Mykolaiv Oblast (Region),,
"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""МИКОЛАЇВСЬКИЙ МОРСЬКИЙ ТОРГОВЕЛЬНИЙ ПОРТ""","State ENTERPRISE ""Mykolaiv SEA TRADE PORT""",,,,"State Enterprise ""Mykolaiv Sea Trade Port""",,
Управління Укртрансінспекції в області,Division  Ukrtransinspektsii in region,,,,Division  of State Inspection of Ukraine on Security on Land Transportation in Oblast (Region),,
"Державне підприємство ""Український науково-дослідний інститут нафтопереробної промисловості ""Масма""","State enterprise ""Ukrainian scientific-research Institute of oil refining industry ""MASMA""",,,,"State Enterprise ""Ukrainian Scientific Research Institute of Oil Refining Industry ""MASMA""",,
Посольство України в Королівстві Нідерланди,The Embassy of Ukraine in the Kingdom of the Netherlands,,,,Embassy of Ukraine in the Kingdom of the Netherlands,,
